Eup (K)	Ln(Nu/gu)	err(Ln(Nu/gu))
247.73848672311686	28.3802198078053	0.1024969630801911
505.4288443582055	25.86575059124996	0.10437367957682243
505.4288443582055	25.883847414146487	0.10436139912763305
490.36710644221506	27.023114482128943	0.10198995781857584
505.4288443582055	25.88051753899384	0.10416144616207108
636.8204548034073	28.12020356540217	0.10508778751309883
476.50206712893174	27.178246394483068	0.10226148254588004
515.1485107349973	26.03426402120313	0.13077048950334022
515.1459561178435	26.03273984288179	0.12955651036358776
493.0166689757831	28.234279220644268	0.10356373293046774
454.2456158837739	26.292251556160092	0.10554612386265684
454.2456158837739	26.300263461914273	0.10525703208172822
212.97335332490167	30.92196623997421	0.10196997351410757
212.97321229226125	30.290284514070922	0.10224632460571315
212.97321229226125	30.277845732605098	0.10242792731753944
202.3602659411357	30.31491900467039	0.10319704823205503
80.32008139860088	29.144050598578357	0.10167755658697011
80.32008139860088	29.140947679013564	0.1017624588847837
742.07276671688	28.934632553461288	0.1024969630801911
842.7751803648745	29.827527507727257	0.10437367957682243
842.7751803648745	29.845624330623785	0.10436139912763305
843.0673395590231	30.234548917796296	0.10198995781857584
247.74107866753553	29.097619694673426	0.10198995781857584
842.7751803648745	29.842294455471137	0.10416144616207108
247.73851338360433	26.872625651435857	0.10508778751309883
670.5088779117314	29.48670905707035	0.10508778751309883
670.5088779117314	29.48670905707035	0.10508778751309883
604.4335260544165	28.58444371448405	0.10226148254588004
807.1790746734474	27.752730405506302	0.13077048950334022
807.1790746734474	27.751183723356842	0.12955651036358776
1382.5128048090962	29.803300286494796	0.10356373293046774
1394.6052318547027	29.00106249379479	0.10554612386265684
459.60863936201434	28.97654420145384	0.10554612386265684
1394.6052318547027	29.00907439954897	0.10525703208172822
459.60863936201434	28.984556107208025	0.10525703208172822
203.81981125583079	33.5877841705423	0.10196997351410757
573.2946992835487	30.02111047113042	0.10224632460571315
827.9764916684162	29.57216144403524	0.10224632460571315
1283.8433369553015	29.261012388637983	0.10224632460571315
573.2946992835487	30.00867168966459	0.10242792731753944
827.9764916684162	29.55972266256941	0.10242792731753944
1283.8433369553015	29.24857360717216	0.10242792731753944
203.8205083839773	32.81800213790246	0.10319704823205503
165.8310161431693	31.952132918384677	0.10167755658697011
165.8310161431693	31.952132918384677	0.10167755658697011
165.8310161431693	31.949029998819885	0.1017624588847837
165.8310161431693	31.949029998819885	0.1017624588847837
